id,batch_id,event_type,target_temperature_c,target_stirrer_rpm,target_shake_speed_cpm,reason,created_at,previous_hash,event_hash
8208,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:46:05.062953043+00:00,,
8207,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:46:03.021210223+00:00,,
8206,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:46:00.878059110+00:00,,
8205,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:45:58.833650810+00:00,,
8204,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:45:56.787239355+00:00,,
8203,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:45:54.733643136+00:00,,
8202,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:45:52.685157129+00:00,,
8201,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:45:50.632605357+00:00,,
8200,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:45:48.590667889+00:00,,
8199,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:45:46.558685776+00:00,,
8198,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:45:44.518484110+00:00,,
8197,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:45:42.447473265+00:00,,
8196,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:45:40.393880735+00:00,,
8195,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:45:38.360363820+00:00,,
8194,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:45:36.313808291+00:00,,
8193,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:45:34.275528306+00:00,,
8192,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:45:32.244614026+00:00,,
8191,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:45:30.204974787+00:00,,
8190,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:45:28.160605793+00:00,,
8189,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:45:25.872605103+00:00,,
8188,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:45:23.616371770+00:00,,
8187,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:45:21.573521767+00:00,,
8186,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:45:19.531714375+00:00,,
8185,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:45:17.479039363+00:00,,
8184,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:45:15.430324961+00:00,,
8183,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:45:13.387750146+00:00,,
8182,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:45:11.348839050+00:00,,
8181,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:45:09.300221417+00:00,,
8180,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:45:07.271610747+00:00,,
8179,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:45:05.219335952+00:00,,
8178,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:45:03.167476247+00:00,,
8177,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:45:01.090227111+00:00,,
8176,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:44:59.031257369+00:00,,
8175,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:44:56.942968632+00:00,,
8174,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:44:54.892778510+00:00,,
8173,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:44:52.839933515+00:00,,
8172,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:44:50.785683085+00:00,,
8171,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:44:48.743559602+00:00,,
8170,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:44:46.706097943+00:00,,
8169,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:44:44.652456966+00:00,,
8168,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:44:42.611265974+00:00,,
8167,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:44:40.563031011+00:00,,
8166,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:44:38.520732363+00:00,,
8165,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:44:36.478252720+00:00,,
8164,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:44:34.422188996+00:00,,
8163,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:44:32.380674462+00:00,,
8162,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:44:30.325443613+00:00,,
8161,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:44:28.294996264+00:00,,
8160,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:44:26.253710300+00:00,,
8159,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:44:24.212698973+00:00,,
8158,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:44:22.168864873+00:00,,
8157,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:44:20.084720166+00:00,,
8156,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:44:17.121683772+00:00,,
8155,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:44:15.074647764+00:00,,
8154,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:44:13.020254818+00:00,,
8153,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:44:10.861579556+00:00,,
8152,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:44:08.814619927+00:00,,
8151,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:44:06.771125751+00:00,,
8150,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:44:04.699162883+00:00,,
8149,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:44:02.653159447+00:00,,
8148,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:44:00.601017919+00:00,,
8147,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:43:58.463170746+00:00,,
8146,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:43:56.412704629+00:00,,
8145,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:43:54.371685582+00:00,,
8144,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:43:52.327424187+00:00,,
8143,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:43:50.285608341+00:00,,
8142,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:43:48.249319867+00:00,,
8141,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:43:46.203413843+00:00,,
8140,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:43:44.157306664+00:00,,
8139,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:43:42.118523055+00:00,,
8138,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:43:40.067930559+00:00,,
8137,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:43:38.023238017+00:00,,
8136,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:43:35.975065110+00:00,,
8135,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:43:33.936520677+00:00,,
8134,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:43:31.899765404+00:00,,
8133,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:43:29.869214703+00:00,,
8132,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:43:27.826975396+00:00,,
8131,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:43:25.789313430+00:00,,
8130,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:43:23.746316742+00:00,,
8129,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:43:21.704360445+00:00,,
8128,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:43:19.653755093+00:00,,
8127,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:43:17.541829481+00:00,,
8126,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:43:15.498890862+00:00,,
8125,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:43:13.462023612+00:00,,
8124,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:43:11.419180439+00:00,,
8123,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:43:09.359345058+00:00,,
8122,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:43:07.273231975+00:00,,
8121,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:43:05.214287184+00:00,,
8120,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:43:03.172211361+00:00,,
8119,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:43:00.562145306+00:00,,
8118,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:42:58.513466254+00:00,,
8117,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:42:56.473483409+00:00,,
8116,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:42:54.420431421+00:00,,
8115,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:42:52.376960727+00:00,,
8114,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:42:50.337033047+00:00,,
8113,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:42:48.293126796+00:00,,
8112,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:42:46.248410971+00:00,,
8111,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:42:44.202827385+00:00,,
8110,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:42:42.150502248+00:00,,
8109,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:42:40.102890146+00:00,,
8108,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:42:38.049163695+00:00,,
8107,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:42:36.011970478+00:00,,
8106,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:42:33.955027943+00:00,,
8105,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:42:31.900808406+00:00,,
8104,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:42:29.813287268+00:00,,
8103,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:42:27.770748293+00:00,,
8102,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:42:25.721791667+00:00,,
8101,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:42:23.681276003+00:00,,
8100,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:42:21.641229803+00:00,,
8099,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:42:19.599495944+00:00,,
8098,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:42:17.544773316+00:00,,
8097,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:42:15.504015380+00:00,,
8096,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:42:13.462392620+00:00,,
8095,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:42:11.416335165+00:00,,
8094,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:42:09.374796632+00:00,,
8093,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:42:07.342497474+00:00,,
8092,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:42:05.294427020+00:00,,
8091,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:42:03.245730438+00:00,,
8090,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:42:01.204988836+00:00,,
8089,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:41:59.150896396+00:00,,
8088,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:41:57.109157471+00:00,,
8087,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:41:55.056869272+00:00,,
8086,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:41:53.016166726+00:00,,
8085,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:41:50.979072523+00:00,,
8084,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:41:48.930581201+00:00,,
8083,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:41:46.888686602+00:00,,
8082,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:41:44.840393642+00:00,,
8081,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:41:42.793345490+00:00,,
8080,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:41:40.490817565+00:00,,
8079,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:41:38.444461158+00:00,,
8078,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:41:36.390121002+00:00,,
8077,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:41:34.345966215+00:00,,
8076,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:41:32.305321192+00:00,,
8075,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:41:30.268159985+00:00,,
8074,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:41:28.175387035+00:00,,
8073,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:41:26.135060652+00:00,,
8072,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:41:24.082477636+00:00,,
8071,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:41:22.040034877+00:00,,
8070,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:41:19.981191003+00:00,,
8069,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:41:17.932959213+00:00,,
8068,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:41:15.890580842+00:00,,
8067,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:41:13.847391906+00:00,,
8066,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:41:11.809891662+00:00,,
8065,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:41:09.773948959+00:00,,
8064,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:41:07.733837769+00:00,,
8063,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:41:05.694488827+00:00,,
8062,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:41:03.653996029+00:00,,
8061,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:41:01.599923429+00:00,,
8060,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:40:59.557721682+00:00,,
8059,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:40:57.514623747+00:00,,
8058,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:40:55.475385278+00:00,,
8057,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:40:53.421124914+00:00,,
8056,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:40:51.378825604+00:00,,
8055,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:40:49.331282037+00:00,,
8054,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:40:47.287100615+00:00,,
8053,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:40:45.234737750+00:00,,
8052,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:40:43.191015737+00:00,,
8051,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:40:41.142985073+00:00,,
8050,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:40:39.102202769+00:00,,
8049,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:40:37.047272469+00:00,,
8048,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:40:35.004866563+00:00,,
8047,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:40:32.966720664+00:00,,
8046,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:40:30.910409181+00:00,,
8045,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:40:28.866319928+00:00,,
8044,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:40:26.775412010+00:00,,
8043,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:40:24.735074646+00:00,,
8042,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:40:22.145300908+00:00,,
8041,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:40:20.088371256+00:00,,
8040,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:40:18.038673185+00:00,,
8039,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:40:15.991646122+00:00,,
8038,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:40:13.894137683+00:00,,
8037,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:40:11.850331934+00:00,,
8036,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:40:09.805860554+00:00,,
8035,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:40:07.764379674+00:00,,
8034,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:40:05.722239003+00:00,,
8033,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:40:03.682251941+00:00,,
8032,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:40:01.626770706+00:00,,
8031,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:39:59.589817240+00:00,,
8030,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:39:57.547315933+00:00,,
8029,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:39:55.507479045+00:00,,
8028,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:39:53.463492262+00:00,,
8027,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:39:51.420977940+00:00,,
8026,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:39:49.372698392+00:00,,
8025,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:39:47.310316202+00:00,,
8024,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:39:45.254150166+00:00,,
8023,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:39:43.201442629+00:00,,
8022,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:39:41.152954342+00:00,,
8021,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:39:39.112060488+00:00,,
8020,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:39:37.058954755+00:00,,
8019,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:39:35.017474239+00:00,,
8018,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:39:32.969614750+00:00,,
8017,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:39:30.916568940+00:00,,
8016,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:39:28.884341890+00:00,,
8015,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:39:26.840961968+00:00,,
8014,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:39:24.786347549+00:00,,
8013,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:39:22.726543752+00:00,,
8012,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:39:20.688511284+00:00,,
8011,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:39:18.652354435+00:00,,
8010,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:39:16.601967695+00:00,,
8009,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:39:14.019644032+00:00,,
8008,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:39:11.800759288+00:00,,
8007,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:39:09.756111062+00:00,,
8006,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:39:07.705278511+00:00,,
8005,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:39:05.659540610+00:00,,
8004,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:39:03.612610492+00:00,,
8003,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:39:01.565395263+00:00,,
8002,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:38:59.525386325+00:00,,
8001,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:38:57.430744915+00:00,,
8000,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:38:55.382052584+00:00,,
7999,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:38:53.336476906+00:00,,
7998,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:38:51.262740647+00:00,,
7997,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:38:49.205881021+00:00,,
7996,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:38:47.124725730+00:00,,
7995,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:38:45.054715267+00:00,,
7994,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:38:43.008151486+00:00,,
7993,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:38:40.934349569+00:00,,
7992,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:38:38.888534058+00:00,,
7991,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:38:36.824883734+00:00,,
7990,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:38:34.766343744+00:00,,
7989,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:38:32.717964449+00:00,,
7988,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:38:30.671479673+00:00,,
7987,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:38:28.626517307+00:00,,
7986,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:38:26.582677116+00:00,,
7985,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:38:24.529147304+00:00,,
7984,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:38:22.474805761+00:00,,
7983,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:38:20.426418016+00:00,,
7982,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:38:18.377316656+00:00,,
7981,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:38:16.310181125+00:00,,
7980,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:38:14.255863499+00:00,,
7979,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:38:12.210727885+00:00,,
7978,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:38:10.163702521+00:00,,
7977,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:38:08.100637658+00:00,,
7976,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:38:06.031355704+00:00,,
7975,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:38:03.987738822+00:00,,
7974,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:38:01.926563525+00:00,,
7973,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:37:59.885157415+00:00,,
7972,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:37:57.843628951+00:00,,
7971,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:37:55.736094090+00:00,,
7970,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:37:53.008236456+00:00,,
7969,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:37:50.966353880+00:00,,
7968,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:37:48.913465837+00:00,,
7967,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:37:46.863663498+00:00,,
7966,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:37:44.809707323+00:00,,
7965,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:37:42.767188229+00:00,,
7964,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:37:40.727982591+00:00,,
7963,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:37:38.669208098+00:00,,
7962,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:37:36.617050506+00:00,,
7961,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:37:34.531945437+00:00,,
7960,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:37:32.486841998+00:00,,
7959,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:37:30.430949808+00:00,,
7958,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:37:28.379405332+00:00,,
7957,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:37:26.335581363+00:00,,
7956,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:37:24.288013718+00:00,,
7955,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:37:22.247122465+00:00,,
7954,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:37:20.208751365+00:00,,
7953,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:37:18.169045163+00:00,,
7952,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:37:16.118210236+00:00,,
7951,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:37:14.064527077+00:00,,
7950,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:37:12.013181696+00:00,,
7949,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:37:09.974346344+00:00,,
7948,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:37:07.933143504+00:00,,
7947,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:37:05.872316751+00:00,,
7946,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:37:03.829537193+00:00,,
7945,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:37:01.788960456+00:00,,
7944,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:36:59.754635032+00:00,,
7943,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:36:57.691954569+00:00,,
7942,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:36:55.640661723+00:00,,
7941,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:36:53.602439894+00:00,,
7940,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:36:51.562781162+00:00,,
7939,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:36:49.511713144+00:00,,
7938,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:36:47.454283389+00:00,,
7937,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:36:45.416834251+00:00,,
7936,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:36:43.368109946+00:00,,
7935,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:36:41.305335586+00:00,,
7934,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:36:39.247896172+00:00,,
7933,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:36:36.685069932+00:00,,
7932,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:36:34.378157590+00:00,,
7931,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:36:32.311179946+00:00,,
7930,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:36:30.263257522+00:00,,
7929,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:36:28.207051327+00:00,,
7928,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:36:26.163288111+00:00,,
7927,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:36:24.111944496+00:00,,
7926,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:36:22.059513257+00:00,,
7925,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T08:36:20.023390579+00:00,,
